"","X","Date","Match.ID","Team.Name","Player.Name","Game..","Mode","Map.Name","Win.Team","Rnds.Won","K.D","Kills","Deaths","Assist","Total.Dmg","Shots.per.Kill","Kills.Min","Deaths.Min","Dmg.Min","Total.Time.Alive","Total.First.Bloods","Total.First.Bloods.Deaths","Total.Hill.Time","Total.Rotation.Kills","Total.Rotation.Deaths","Total.Tacticals.Used","Total.Objective.Tiers.Contributed","Total.Untraded.Kills","Total.Untraded.Deaths","Total.Traded.Kills","Total.Traded.Deaths","Total.Shots.Hit","Total.Shots.Head","Total.Game.Win","Total.Game.Loss","Rnd.Lost","Total.Game.Score","Total.Game.Plus.Minus","Total.Dmg.Dealt","Duration","Stage","Opponent.Name","Total.Opp.Game.Score"
"3205",3325,"3/31/2023",8761,"LDN","Uli",2,"Control","El Asilo","LAT",0,0.81,13,16,6,1677,14.31,1.63,2,209.63,379.552,1,1,"0",0,0,15,0,11,11,2,5,64,5,0,1,3,0,-3,"1677",380,"Stage5","LAT",3
"3206",3327,"3/31/2023",8761,"LAT","Envoy",1,"S&D","Embassy","LAT",6,2,6,3,0,498,10.33,0.67,0.33,55.33,241.28,1,1,"0",0,0,5,0,5,3,1,0,22,3,1,0,0,6,-6,"498",241,"Stage5","LDN",0
"3207",3328,"3/31/2023",8761,"LAT","Kenny",1,"S&D","Embassy","LAT",6,0,0,5,4,530,NA,0,0.56,58.89,208.096,0,3,"0",0,0,2,0,0,3,0,2,17,2,1,0,0,6,-6,"530",208,"Stage5","LDN",0
"3208",3329,"3/31/2023",8761,"LAT","Octane",1,"S&D","Embassy","LAT",6,1.75,7,4,1,675,16.57,0.78,0.44,75,276.752,0,0,"0",0,0,1,0,5,2,0,2,27,6,1,0,0,6,-6,"675",277,"Stage5","LDN",0
"3209",3330,"3/31/2023",8761,"LDN","Asim",1,"S&D","Embassy","LAT",0,0.83,5,6,0,715,15.2,0.56,0.67,79.44,234.336,3,2,"0",0,0,5,0,4,5,1,1,23,3,0,1,6,0,-6,"715",234,"Stage5","LAT",3
"3210",3331,"3/31/2023",8761,"LDN","Nastie",1,"S&D","Embassy","LAT",0,0.17,1,6,2,341,57,0.11,0.67,37.89,280.064,0,0,"0",0,0,5,0,0,5,1,0,7,2,0,1,6,0,-6,"341",280,"Stage5","LAT",3
"3211",3332,"3/31/2023",8761,"LDN","Skrapz",1,"S&D","Embassy","LAT",0,0.17,1,6,0,217,70,0.11,0.67,24.11,323.808,0,0,"0",0,0,3,0,1,3,0,0,8,1,0,1,6,0,-6,"217",324,"Stage5","LAT",3
"3212",3333,"3/31/2023",8761,"LDN","Uli",1,"S&D","Embassy","LAT",0,0.83,5,6,1,583,17,0.56,0.67,64.78,220.32,1,0,"0",0,0,5,0,3,4,2,0,21,4,0,1,6,0,-6,"583",220,"Stage5","LAT",3
"3213",3334,"3/31/2023",8761,"LAT","Drazah",0,"Hardpoint","Mercado Las Almas","LAT",1,1.12,19,17,7,2563,17.58,2.38,2.13,320.38,436,0,0,"0",3,3,14,0,13,11,6,6,97,9,1,0,0,250,-149,"2563",436,"Stage5","LDN",0
"3214",3335,"3/31/2023",8761,"LAT","Envoy",0,"Hardpoint","Mercado Las Almas","LAT",1,1.63,26,16,7,2883,14.12,3.25,2,360.38,427.264,0,1,"0",5,2,17,0,21,9,6,7,119,14,1,0,0,250,-149,"2883",427,"Stage5","LDN",0
"3215",3336,"3/31/2023",8761,"LAT","Kenny",0,"Hardpoint","Mercado Las Almas","LAT",1,1.75,28,16,8,3024,16.07,3.5,2,378,442.88,0,0,"0",5,5,13,0,22,11,6,5,123,17,1,0,0,250,-149,"3024",443,"Stage5","LDN",0
"3216",3337,"3/31/2023",8761,"LAT","Octane",0,"Hardpoint","Mercado Las Almas","LAT",1,0.67,10,15,7,1755,26.9,1.25,1.88,219.38,449.856,0,0,"0",2,2,8,0,8,8,2,7,64,10,1,0,0,250,-149,"1755",450,"Stage5","LDN",0
"3217",3338,"3/31/2023",8761,"LDN","Asim",0,"Hardpoint","Mercado Las Almas","LAT",0,0.82,18,22,4,2268,17.11,2.25,2.75,283.5,412.432,1,0,"0",2,4,18,0,9,15,9,7,92,6,0,1,1,101,-149,"2268",412,"Stage5","LAT",3
"3218",3339,"3/31/2023",8761,"LDN","Nastie",0,"Hardpoint","Mercado Las Almas","LAT",0,0.64,16,25,5,2101,14.75,2,3.13,262.63,389.984,0,0,"0",3,5,8,0,8,22,8,3,75,5,0,1,1,101,-149,"2101",390,"Stage5","LAT",3
"3219",3340,"3/31/2023",8761,"LDN","Skrapz",0,"Hardpoint","Mercado Las Almas","LAT",0,0.94,16,17,9,2084,22.56,2,2.13,260.5,440.832,0,0,"0",1,4,10,0,11,12,5,6,79,7,0,1,1,101,-149,"2084",441,"Stage5","LAT",3
"3220",3341,"3/31/2023",8761,"LDN","Uli",0,"Hardpoint","Mercado Las Almas","LAT",0,0.74,14,19,5,1799,25.5,1.75,2.38,224.88,429.536,0,0,"0",6,2,16,0,11,15,3,4,77,6,0,1,1,101,-149,"1799",430,"Stage5","LAT",3
"3221",3350,"3/31/2023",8760,"BOS","Beans",2,"Control","","BOS",3,1.94,35,18,7,3921,16.03,2.69,1.38,301.62,614.416,0,1,"0",0,0,13,4,27,12,8,6,159,12,1,0,1,3,-2,"3921",614,"Stage5","LV",1
"3222",3351,"3/31/2023",8760,"BOS","Nero",2,"Control","","BOS",3,0.82,18,22,7,2288,17.11,1.38,1.69,176,594.736,0,1,"0",0,0,16,3,14,16,3,6,90,8,1,0,1,3,-2,"2288",595,"Stage5","LV",1
"3223",3352,"3/31/2023",8760,"BOS","Owakening",2,"Control","","BOS",3,1.2,18,15,5,1944,13.61,1.38,1.15,149.54,626.336,1,0,"0",0,0,14,3,15,12,3,3,71,6,1,0,1,3,-2,"1944",626,"Stage5","LV",1
"3224",3353,"3/31/2023",8760,"BOS","Vivid",2,"Control","","BOS",3,0.96,23,24,10,2884,12.22,1.77,1.85,221.85,578.96,0,1,"0",0,0,10,1,19,16,3,8,111,14,1,0,1,3,-2,"2884",579,"Stage5","LV",1
"3225",3354,"3/31/2023",8760,"LV","Clayster",2,"Control","","BOS",1,1.08,26,24,3,3242,14.15,2,1.85,249.38,564.592,1,0,"0",0,0,13,2,15,23,11,1,120,11,0,1,3,1,-2,"3242",565,"Stage5","BOS",3
"3226",3355,"3/31/2023",8760,"LV","Standy",2,"Control","","BOS",1,0.82,18,22,6,2349,16.61,1.38,1.69,180.69,584.544,0,0,"0",0,0,12,5,14,16,4,6,102,5,0,1,3,1,-2,"2349",585,"Stage5","BOS",3
"3227",3356,"3/31/2023",8760,"LV","TJHaLy",2,"Control","","BOS",1,0.62,16,26,9,2126,18.94,1.23,2,163.54,573.792,1,1,"0",0,0,10,4,11,20,5,5,88,9,0,1,3,1,-2,"2126",574,"Stage5","BOS",3
"3228",3357,"3/31/2023",8760,"LV","Temp",2,"Control","","BOS",1,0.86,19,22,10,2751,19.32,1.46,1.69,211.62,597.456,1,0,"0",0,0,14,6,16,16,3,5,96,7,0,1,3,1,-2,"2751",597,"Stage5","BOS",3
"3229",3358,"3/31/2023",8760,"BOS","Beans",1,"S&D","El Asilo","LV",4,0.71,5,7,1,1043,21.6,0.33,0.47,69.53,577.632,0,3,"0",0,0,7,0,5,6,0,1,33,5,0,1,6,4,2,"1043",578,"Stage5","LV",1
"3230",3359,"3/31/2023",8760,"BOS","Nero",1,"S&D","El Asilo","LV",4,0.38,3,8,2,770,28.33,0.2,0.53,51.33,461.856,1,2,"0",0,0,7,0,1,5,3,2,34,2,0,1,6,4,2,"770",462,"Stage5","LV",1
"3231",3360,"3/31/2023",8760,"BOS","Owakening",1,"S&D","El Asilo","LV",4,1,5,5,0,1089,35.4,0.33,0.33,72.6,680.368,0,0,"0",0,0,7,0,2,3,0,0,39,4,0,1,6,4,2,"1089",680,"Stage5","LV",1
"3232",3361,"3/31/2023",8760,"BOS","Vivid",1,"S&D","El Asilo","LV",4,1,8,8,0,801,8.88,0.53,0.53,53.4,486.352,2,2,"0",0,0,7,0,7,6,1,1,30,6,0,1,6,4,2,"801",486,"Stage5","LV",1
"3233",3362,"3/31/2023",8760,"LV","Clayster",1,"S&D","El Asilo","LV",6,0.71,5,7,2,625,41.2,0.33,0.47,41.67,589.088,0,1,"0",0,0,9,0,3,5,1,1,24,5,1,0,4,6,2,"625",589,"Stage5","BOS",3
"3234",3363,"3/31/2023",8760,"LV","Standy",1,"S&D","El Asilo","LV",6,1.8,9,5,2,989,13.89,0.6,0.33,65.93,647.888,4,0,"0",0,0,6,0,6,3,2,2,39,2,1,0,4,6,2,"989",648,"Stage5","BOS",3
"3235",3364,"3/31/2023",8760,"LV","TJHaLy",1,"S&D","El Asilo","LV",6,1.8,9,5,1,822,12,0.6,0.33,54.8,576.48,1,2,"0",0,0,6,0,7,3,0,1,29,0,1,0,4,6,2,"822",576,"Stage5","BOS",3
"3236",3365,"3/31/2023",8760,"LV","Temp",1,"S&D","El Asilo","LV",6,1.25,5,4,3,927,37.8,0.33,0.27,61.8,622.944,2,0,"0",0,0,4,0,4,4,1,0,37,5,1,0,4,6,2,"927",623,"Stage5","BOS",3
"3237",3366,"3/31/2023",8760,"BOS","Beans",0,"Hardpoint","El Bagra Fortress","LV",0,0.8,20,25,6,2591,22.05,1.82,2.27,235.55,556.336,0,0,"0",4,6,14,0,12,18,8,7,94,8,0,1,1,249,1,"2591",556,"Stage5","LV",1
"3238",3367,"3/31/2023",8760,"BOS","Nero",0,"Hardpoint","El Bagra Fortress","LV",0,0.6,21,35,5,3417,16.62,1.91,3.18,310.64,512.576,0,1,"0",4,8,31,0,14,27,7,8,121,19,0,1,1,249,1,"3417",513,"Stage5","LV",1
"3239",3368,"3/31/2023",8760,"BOS","Owakening",0,"Hardpoint","El Bagra Fortress","LV",0,1.16,29,25,6,3352,14.62,2.64,2.27,304.73,563.152,0,0,"0",7,1,17,0,21,19,8,6,123,17,0,1,1,249,1,"3352",563,"Stage5","LV",1
"3240",3369,"3/31/2023",8760,"BOS","Vivid",0,"Hardpoint","El Bagra Fortress","LV",0,0.73,22,30,4,2812,12.5,2,2.73,255.64,540.976,0,0,"0",8,6,18,0,10,24,12,6,107,16,0,1,1,249,1,"2812",541,"Stage5","LV",1
"3241",3370,"3/31/2023",8760,"LV","Clayster",0,"Hardpoint","El Bagra Fortress","LV",1,1.04,24,23,10,3255,19.83,2.18,2.09,295.91,578.816,0,0,"0",4,7,15,0,19,11,5,12,115,17,1,0,0,250,1,"3255",579,"Stage5","BOS",3
"3242",3371,"3/31/2023",8760,"LV","Standy",0,"Hardpoint","El Bagra Fortress","LV",1,1.32,33,25,13,3719,15.3,3,2.27,338.09,559.12,0,0,"0",5,6,12,0,24,16,9,9,151,17,1,0,0,250,1,"3719",559,"Stage5","BOS",3
"3243",3372,"3/31/2023",8760,"LV","TJHaLy",0,"Hardpoint","El Bagra Fortress","LV",1,1.58,38,24,4,3704,13.82,3.45,2.18,336.73,565.312,1,0,"0",10,4,17,0,27,15,11,9,133,20,1,0,0,250,1,"3704",565,"Stage5","BOS",3
"3244",3373,"3/31/2023",8760,"LV","Temp",0,"Hardpoint","El Bagra Fortress","LV",1,1,20,20,8,2712,23.6,1.82,1.82,246.55,577.6,0,0,"0",2,6,19,0,18,15,2,5,101,8,1,0,0,250,1,"2712",578,"Stage5","BOS",3
"3245",3374,"3/12/2023",10902,"ATL","Cellium",3,"Hardpoint","Mercado Las Almas","TX",0,1.64,23,14,6,2525,19.96,2.3,1.4,252.5,523.584,0,0,"91,248",4,0,15,0,19,13,5,1,105,11,0,1,1,227,-23,"2525",524,"Stage5","TX",250
"3246",3375,"3/12/2023",10902,"ATL","Simp",3,"Hardpoint","Mercado Las Almas","TX",0,1.04,27,26,4,3144,13.37,2.7,2.6,314.4,500.912,1,0,"64,832",6,4,17,0,18,19,9,7,121,23,0,1,1,227,-23,"3144",501,"Stage5","TX",250
"3247",3376,"3/12/2023",10902,"ATL","SlasheR",3,"Hardpoint","Mercado Las Almas","TX",0,0.6,12,20,10,2198,22.83,1.2,2,219.8,539.936,0,0,"68,928",1,3,17,0,7,10,5,10,72,4,0,1,1,227,-23,"2198",540,"Stage5","TX",250
"3248",3377,"3/12/2023",10902,"ATL","aBeZy",3,"Hardpoint","Mercado Las Almas","TX",0,0.92,24,26,4,2502,13.21,2.4,2.6,250.2,496.656,0,0,"19,328",5,7,20,0,15,17,9,9,102,9,0,1,1,227,-23,"2502",497,"Stage5","TX",250
"3249",3378,"3/12/2023",10902,"TX","Dashy",3,"Hardpoint","Mercado Las Almas","TX",1,0.82,14,17,8,1940,14.07,1.4,1.7,194,533.968,0,0,"28,352",4,2,14,0,11,11,3,6,73,6,1,0,0,250,-23,"1940",534,"Stage5","ATL",227
"3250",3379,"3/12/2023",10902,"TX","Ghosty",3,"Hardpoint","Mercado Las Almas","TX",1,1.47,25,17,5,2941,18.8,2.5,1.7,294.1,542.496,0,0,"106,048",3,3,17,0,18,12,7,5,103,7,1,0,0,250,-23,"2941",542,"Stage5","ATL",227
"3251",3380,"3/12/2023",10902,"TX","Huke",3,"Hardpoint","Mercado Las Almas","TX",1,0.58,15,26,10,2316,17.4,1.5,2.6,231.6,496.56,0,1,"76,016",1,5,19,0,10,17,5,9,95,9,1,0,0,250,-23,"2316",497,"Stage5","ATL",227
"3252",3381,"3/12/2023",10902,"TX","Shotzzy",3,"Hardpoint","Mercado Las Almas","TX",1,1.23,32,26,6,3454,12.06,3.2,2.6,345.4,505.904,0,0,"64,016",6,6,25,0,20,19,12,8,128,10,1,0,0,250,-23,"3454",506,"Stage5","ATL",227
"3253",3382,"3/12/2023",10902,"ATL","Cellium",2,"Control","Breenbergh Hotel","TX",1,0.88,23,26,3,2973,15.17,1.53,1.73,198.2,712.096,1,1,"0",0,0,21,2,15,19,8,7,108,7,0,1,3,1,-2,"2973",712,"Stage5","TX",250
"3254",3383,"3/12/2023",10902,"ATL","Simp",2,"Control","Breenbergh Hotel","TX",1,1,27,27,6,3065,13.07,1.8,1.8,204.33,706.96,0,1,"0",0,0,19,5,18,21,8,6,117,10,0,1,3,1,-2,"3065",707,"Stage5","TX",250
"3255",3384,"3/12/2023",10902,"ATL","SlasheR",2,"Control","Breenbergh Hotel","TX",1,0.91,20,22,8,2898,20.2,1.33,1.47,193.2,729.52,0,0,"0",0,0,21,5,17,15,3,7,96,12,0,1,3,1,-2,"2898",730,"Stage5","TX",250
"3256",3385,"3/12/2023",10902,"ATL","aBeZy",2,"Control","Breenbergh Hotel","TX",1,1.08,28,26,7,3033,16.71,1.87,1.73,202.2,707.072,1,0,"0",0,0,18,2,21,21,7,5,122,15,0,1,3,1,-2,"3033",707,"Stage5","TX",250
"3257",3386,"3/12/2023",10902,"TX","Dashy",2,"Control","Breenbergh Hotel","TX",3,1.17,21,18,8,3090,15.9,1.4,1.2,206,756.976,0,1,"0",0,0,14,1,18,13,3,5,111,13,1,0,1,3,-2,"3090",757,"Stage5","ATL",227
"3258",3387,"3/12/2023",10902,"TX","Ghosty",2,"Control","Breenbergh Hotel","TX",3,0.68,19,28,6,2726,17.21,1.27,1.87,181.73,697.936,1,0,"0",0,0,24,8,14,20,5,8,87,3,1,0,1,3,-2,"2726",698,"Stage5","ATL",227
"3259",3388,"3/12/2023",10902,"TX","Huke",2,"Control","Breenbergh Hotel","TX",3,0.85,23,27,10,2760,17.83,1.53,1.8,184,713.616,1,0,"0",0,0,23,6,17,17,6,9,105,14,1,0,1,3,-2,"2760",714,"Stage5","ATL",227
"3260",3389,"3/12/2023",10902,"TX","Shotzzy",2,"Control","Breenbergh Hotel","TX",3,1.52,38,25,6,4446,13.21,2.53,1.67,296.4,708.16,0,1,"0",0,0,22,4,27,21,11,4,172,29,1,0,1,3,-2,"4446",708,"Stage5","ATL",227
"3261",3390,"3/12/2023",10902,"ATL","Cellium",1,"S&D","El Asilo","ATL",6,2.33,7,3,1,746,24.29,0.5,0.21,53.29,628.72,0,0,"0",0,0,8,0,5,2,1,0,29,2,1,0,2,6,4,"746",629,"Stage5","TX",250
"3262",3391,"3/12/2023",10902,"ATL","Simp",1,"S&D","El Asilo","ATL",6,1.5,6,4,1,695,16.17,0.43,0.29,49.64,596.608,1,0,"0",0,0,6,0,5,3,0,1,17,3,1,0,2,6,4,"695",597,"Stage5","TX",250
"3263",3392,"3/12/2023",10902,"ATL","SlasheR",1,"S&D","El Asilo","ATL",6,2,8,4,0,955,11.63,0.57,0.29,68.21,655.184,0,0,"0",0,0,7,0,5,2,0,1,32,4,1,0,2,6,4,"955",655,"Stage5","TX",250
"3264",3393,"3/12/2023",10902,"ATL","aBeZy",1,"S&D","El Asilo","ATL",6,1.17,7,6,3,1101,17.29,0.5,0.43,78.64,454.24,5,2,"0",0,0,5,0,5,6,1,0,42,2,1,0,2,6,4,"1101",454,"Stage5","TX",250
"3265",3394,"3/12/2023",10902,"TX","Dashy",1,"S&D","El Asilo","ATL",2,0.43,3,7,0,544,16,0.21,0.5,38.86,492,0,1,"0",0,0,5,0,3,6,0,0,19,1,0,1,6,2,4,"544",492,"Stage5","ATL",227
"3266",3395,"3/12/2023",10902,"TX","Ghosty",1,"S&D","El Asilo","ATL",2,1,7,7,1,1297,27.71,0.5,0.5,92.64,595.152,0,1,"0",0,0,6,0,5,2,2,1,51,3,0,1,6,2,4,"1297",595,"Stage5","ATL",227
"3267",3396,"3/12/2023",10902,"TX","Huke",1,"S&D","El Asilo","ATL",2,0.13,1,8,1,354,66,0.07,0.57,25.29,484.208,0,1,"0",0,0,5,0,1,7,0,1,14,1,0,1,6,2,4,"354",484,"Stage5","ATL",227
"3268",3397,"3/12/2023",10902,"TX","Shotzzy",1,"S&D","El Asilo","ATL",2,1,6,6,0,781,14.17,0.43,0.43,55.79,397.28,2,3,"0",0,0,6,0,4,5,0,0,32,3,0,1,6,2,4,"781",397,"Stage5","ATL",227
"3269",3398,"3/12/2023",10902,"ATL","Cellium",0,"Hardpoint","El Bagra Fortress","TX",0,1,19,19,3,2460,16.84,2.71,2.71,351.43,371.664,1,0,"12,272",3,5,18,0,15,13,4,6,98,8,0,1,1,96,-154,"2460",372,"Stage5","TX",250
"3270",3399,"3/12/2023",10902,"ATL","Simp",0,"Hardpoint","El Bagra Fortress","TX",0,0.68,13,19,5,1433,17.54,1.86,2.71,204.71,364.48,0,0,"4.40E+21",1,4,12,0,10,17,3,2,56,8,0,1,1,96,-154,"1433",364,"Stage5","TX",250
"3271",3400,"3/12/2023",10902,"ATL","SlasheR",0,"Hardpoint","El Bagra Fortress","TX",0,0.76,16,21,6,2172,13.56,2.29,3,310.29,363.024,0,0,"46,576",3,3,14,0,11,18,5,3,78,10,0,1,1,96,-154,"2172",363,"Stage5","TX",250
"3272",3401,"3/12/2023",10902,"ATL","aBeZy",0,"Hardpoint","El Bagra Fortress","TX",0,0.55,12,22,7,1555,16.17,1.71,3.14,222.14,352.464,0,0,"19,984",2,5,13,0,8,12,4,10,56,9,0,1,1,96,-154,"1555",352,"Stage5","TX",250
"3273",3402,"3/12/2023",10902,"TX","Dashy",0,"Hardpoint","El Bagra Fortress","TX",1,1.25,15,12,6,1958,14.47,2.14,1.71,279.71,320.576,0,0,"91,952",7,2,6,0,12,8,3,4,67,8,1,0,0,250,-154,"1958",321,"Stage5","ATL",227
"3274",3403,"3/12/2023",10902,"TX","Ghosty",0,"Hardpoint","El Bagra Fortress","TX",1,1.4,21,15,3,2463,14.19,3,2.14,351.86,311.632,0,0,"78,704",1,3,12,0,14,12,7,3,86,15,1,0,0,250,-154,"2463",312,"Stage5","ATL",227
"3275",3404,"3/12/2023",10902,"TX","Huke",0,"Hardpoint","El Bagra Fortress","TX",1,1.11,20,18,6,2662,15.45,2.86,2.57,380.29,377.264,0,1,"54,928",5,4,14,0,16,14,4,4,103,8,1,0,0,250,-154,"2662",377,"Stage5","ATL",227
"3276",3405,"3/12/2023",10902,"TX","Shotzzy",0,"Hardpoint","El Bagra Fortress","TX",1,1.67,25,15,1,2804,12,3.57,2.14,400.57,320.32,0,0,"40,368",4,0,11,0,18,10,7,5,106,13,1,0,0,250,-154,"2804",320,"Stage5","ATL",227
"3277",3406,"3/12/2023",10901,"BOS","Beans",3,"Hardpoint","Mercado Las Almas","TX",0,0.65,17,26,5,2232,21.53,1.89,2.89,248,448.336,0,0,"16,368",1,6,15,0,7,21,10,5,77,5,0,1,1,174,-76,"2232",448,"Stage5","TX",250
"3278",3407,"3/12/2023",10901,"BOS","Nero",3,"Hardpoint","Mercado Las Almas","TX",0,0.72,18,25,5,2256,16.61,2,2.78,250.67,452.88,0,0,"105,952",1,5,20,0,15,19,3,6,83,7,0,1,1,174,-76,"2256",453,"Stage5","TX",250
"3279",3408,"3/12/2023",10901,"BOS","Owakening",3,"Hardpoint","Mercado Las Almas","TX",0,0.5,12,24,11,2253,25.42,1.33,2.67,250.33,460.08,1,0,"23,264",3,5,12,0,8,14,4,10,77,6,0,1,1,174,-76,"2253",460,"Stage5","TX",250
"3280",3409,"3/12/2023",10901,"BOS","Vivid",3,"Hardpoint","Mercado Las Almas","TX",0,0.93,25,27,5,2832,11.76,2.78,3,314.67,444.72,0,0,"46,800",5,6,14,0,20,23,5,4,115,11,0,1,1,174,-76,"2832",445,"Stage5","TX",250
"3281",3410,"3/12/2023",10901,"TX","Dashy",3,"Hardpoint","Mercado Las Almas","TX",1,2.31,30,13,7,3393,9.3,3.33,1.44,377,506.512,0,0,"35,376",9,1,12,0,24,12,6,1,115,11,1,0,0,250,-76,"3393",507,"Stage5","BOS",174
"3282",3411,"3/12/2023",10901,"TX","Ghosty",3,"Hardpoint","Mercado Las Almas","TX",1,1.21,23,19,6,2757,15.04,2.56,2.11,306.33,471.6,0,1,"137,872",5,2,15,0,16,14,7,5,97,2,1,0,0,250,-76,"2757",472,"Stage5","BOS",174
"3283",3412,"3/12/2023",10901,"TX","Huke",3,"Hardpoint","Mercado Las Almas","TX",1,1.37,26,19,7,2641,13.08,2.89,2.11,293.44,477.888,0,0,"0",5,3,16,0,19,11,7,8,103,12,1,0,0,250,-76,"2641",478,"Stage5","BOS",174
"3284",3413,"3/12/2023",10901,"TX","Shotzzy",3,"Hardpoint","Mercado Las Almas","TX",1,1.1,23,21,9,2961,14,2.56,2.33,329,470.256,0,0,"93,552",3,4,17,0,18,13,5,8,107,5,1,0,0,250,-76,"2961",470,"Stage5","BOS",174
"3285",3414,"3/12/2023",10901,"BOS","Beans",2,"Control","El Asilo","TX",2,1.19,25,21,9,3571,27.08,1.56,1.31,223.19,770.336,0,0,"0",0,0,18,1,18,16,7,5,132,14,0,1,3,2,-1,"3571",770,"Stage5","TX",250
"3286",3415,"3/12/2023",10901,"BOS","Nero",2,"Control","El Asilo","TX",2,0.86,25,29,5,3143,15.16,1.56,1.81,196.44,715.664,1,0,"0",0,0,26,7,19,22,6,7,124,14,0,1,3,2,-1,"3143",716,"Stage5","TX",250
"3287",3416,"3/12/2023",10901,"BOS","Owakening",2,"Control","El Asilo","TX",2,0.58,14,24,7,2237,24.43,0.88,1.5,139.81,746.592,0,1,"0",0,0,18,4,9,19,5,5,81,8,0,1,3,2,-1,"2237",747,"Stage5","TX",250
"3288",3417,"3/12/2023",10901,"BOS","Vivid",2,"Control","El Asilo","TX",2,1.12,29,26,5,3686,14.28,1.81,1.63,230.38,732.56,1,2,"0",0,0,17,2,20,17,9,9,144,11,0,1,3,2,-1,"3686",733,"Stage5","TX",250
"3289",3418,"3/12/2023",10901,"TX","Dashy",2,"Control","El Asilo","TX",3,0.91,21,23,11,2981,19.33,1.31,1.44,186.31,757.088,1,0,"0",0,0,11,1,13,15,8,8,112,9,1,0,2,3,-1,"2981",757,"Stage5","BOS",174
"3290",3419,"3/12/2023",10901,"TX","Ghosty",2,"Control","El Asilo","TX",3,0.88,21,24,9,2529,25.38,1.31,1.5,158.06,749.904,0,2,"0",0,0,23,9,15,20,6,4,103,12,1,0,2,3,-1,"2529",750,"Stage5","BOS",174
"3291",3420,"3/12/2023",10901,"TX","Huke",2,"Control","El Asilo","TX",3,1.18,26,22,3,2511,15.96,1.63,1.38,156.94,763.632,0,0,"0",0,0,19,6,20,15,6,7,108,5,1,0,2,3,-1,"2511",764,"Stage5","BOS",174
"3292",3421,"3/12/2023",10901,"TX","Shotzzy",2,"Control","El Asilo","TX",3,1.33,32,24,10,3871,14.78,2,1.5,241.94,746.528,2,0,"0",0,0,17,4,26,16,6,8,154,17,1,0,2,3,-1,"3871",747,"Stage5","BOS",174
"3293",3422,"3/12/2023",10901,"BOS","Beans",1,"S&D","Breenbergh Hotel","BOS",6,0.67,4,6,3,798,28.75,0.27,0.4,53.2,535.744,1,1,"0",0,0,6,0,2,4,0,0,22,4,1,0,3,6,3,"798",536,"Stage5","TX",250
"3294",3423,"3/12/2023",10901,"BOS","Nero",1,"S&D","Breenbergh Hotel","BOS",6,1,6,6,0,718,11.17,0.4,0.4,47.87,566.288,2,1,"0",0,0,5,0,5,6,0,0,26,6,1,0,3,6,3,"718",566,"Stage5","TX",250
"3295",3424,"3/12/2023",10901,"BOS","Owakening",1,"S&D","Breenbergh Hotel","BOS",6,0.88,7,8,1,814,12.71,0.47,0.53,54.27,586,1,0,"0",0,0,8,0,5,4,2,2,29,4,1,0,3,6,3,"814",586,"Stage5","TX",250
"3296",3425,"3/12/2023",10901,"BOS","Vivid",1,"S&D","Breenbergh Hotel","BOS",6,1.5,9,6,3,1266,15.67,0.6,0.4,84.4,584.576,2,1,"0",0,0,7,0,7,4,1,1,47,8,1,0,3,6,3,"1266",585,"Stage5","TX",250
"3297",3426,"3/12/2023",10901,"TX","Dashy",1,"S&D","Breenbergh Hotel","BOS",3,1,6,6,1,1124,19.17,0.4,0.4,74.93,627.44,1,1,"0",0,0,8,0,3,5,0,0,38,4,0,1,6,3,3,"1124",627,"Stage5","BOS",174
"3298",3427,"3/12/2023",10901,"TX","Ghosty",1,"S&D","Breenbergh Hotel","BOS",3,1.4,7,5,0,892,23.29,0.47,0.33,59.47,701.968,0,1,"0",0,0,9,0,6,3,0,0,31,3,0,1,6,3,3,"892",702,"Stage5","BOS",174
"3299",3428,"3/12/2023",10901,"TX","Huke",1,"S&D","Breenbergh Hotel","BOS",3,1,8,8,2,1105,17.25,0.53,0.53,73.67,567.024,0,0,"0",0,0,7,0,4,5,3,2,43,4,0,1,6,3,3,"1105",567,"Stage5","BOS",174
"3300",3429,"3/12/2023",10901,"TX","Shotzzy",1,"S&D","Breenbergh Hotel","BOS",3,0.71,5,7,0,650,17,0.33,0.47,43.33,448.704,2,4,"0",0,0,3,0,5,6,0,1,23,1,0,1,6,3,3,"650",449,"Stage5","BOS",174
"3301",3430,"3/12/2023",10901,"BOS","Beans",0,"Hardpoint","El Bagra Fortress","TX",0,0.77,20,26,6,2625,19.25,2.5,3.25,328.13,345.232,1,0,"14,336",3,7,15,0,8,22,12,4,89,17,0,1,1,91,-159,"2625",345,"Stage5","TX",250
"3302",3431,"3/12/2023",10901,"BOS","Nero",0,"Hardpoint","El Bagra Fortress","TX",0,0.6,15,25,7,1589,18.8,1.88,3.13,198.63,367.808,0,0,"32,560",3,4,19,0,7,19,8,6,62,6,0,1,1,91,-159,"1589",368,"Stage5","TX",250
"3303",3432,"3/12/2023",10901,"BOS","Owakening",0,"Hardpoint","El Bagra Fortress","TX",0,0.83,15,18,7,1747,14.53,1.88,2.25,218.38,403.408,0,0,"52,176",5,2,7,0,11,14,4,4,64,7,0,1,1,91,-159,"1747",403,"Stage5","TX",250
