"","X","Date","Match.ID","Team.Name","Player.Name","Game..","Mode","Map.Name","Win.Team","Rnds.Won","K.D","Kills","Deaths","Assist","Total.Dmg","Shots.per.Kill","Kills.Min","Deaths.Min","Dmg.Min","Total.Time.Alive","Total.First.Bloods","Total.First.Bloods.Deaths","Total.Hill.Time","Total.Rotation.Kills","Total.Rotation.Deaths","Total.Tacticals.Used","Total.Objective.Tiers.Contributed","Total.Untraded.Kills","Total.Untraded.Deaths","Total.Traded.Kills","Total.Traded.Deaths","Total.Shots.Hit","Total.Shots.Head","Total.Game.Win","Total.Game.Loss","Rnd.Lost","Total.Game.Score","Total.Game.Plus.Minus","Total.Dmg.Dealt","Duration","Stage","Opponent.Name","Total.Opp.Game.Score"
"3106",3226,"4/1/2023",8764,"TOR","CleanX",3,"Hardpoint","Zarqwa Hydroelectric","TOR",1,1.18,26,22,11,3080,16.77,2.6,2.2,308,482.736,0,0,"0",6,8,12,0,17,16,10,7,128,12,1,0,0,250,75,"3080",483,"Stage5","BOS",6
"3107",3227,"4/1/2023",8764,"TOR","Hicksy",3,"Hardpoint","Zarqwa Hydroelectric","TOR",1,1,23,23,8,2834,14.04,2.3,2.3,283.4,467.52,0,0,"0",3,4,14,0,13,16,10,7,111,6,1,0,0,250,75,"2834",468,"Stage5","BOS",6
"3108",3228,"4/1/2023",8764,"TOR","Insight",3,"Hardpoint","Zarqwa Hydroelectric","TOR",1,0.94,16,17,6,1913,20.31,1.6,1.7,191.3,489.248,1,0,"0",4,4,12,0,14,11,2,6,65,10,1,0,0,250,75,"1913",489,"Stage5","BOS",6
"3109",3229,"4/1/2023",8764,"TOR","Scrap",3,"Hardpoint","Zarqwa Hydroelectric","TOR",1,1.26,24,19,5,2550,12.54,2.4,1.9,255,492.384,0,0,"0",5,2,4,0,16,11,8,8,17,14,1,0,0,250,75,"2550",492,"Stage5","BOS",6
"3110",3230,"4/1/2023",8764,"BOS","Beans",2,"Control","El Asilo","TOR",1,0.75,15,20,7,2596,29.33,1.15,1.54,199.69,637.168,0,2,"0",0,0,15,3,12,16,3,4,98,25,0,1,3,1,2,"2596",637,"Stage5","TOR",4
"3111",3231,"4/1/2023",8764,"BOS","Nero",2,"Control","El Asilo","TOR",1,1.22,28,23,5,2908,12.18,2.15,1.77,223.69,624.096,0,1,"0",0,0,19,5,19,18,8,5,113,7,0,1,3,1,2,"2908",624,"Stage5","TOR",4
"3112",3232,"4/1/2023",8764,"BOS","Owakening",2,"Control","El Asilo","TOR",1,1.06,18,17,5,2189,19.83,1.38,1.31,168.38,656.672,0,0,"0",0,0,16,3,13,12,5,5,84,11,0,1,3,1,2,"2189",657,"Stage5","TOR",4
"3113",3233,"4/1/2023",8764,"BOS","Vivid",2,"Control","El Asilo","TOR",1,0.85,23,27,7,3152,14.65,1.77,2.08,242.46,600.256,1,0,"0",0,0,13,1,15,23,8,4,121,16,0,1,3,1,2,"3152",600,"Stage5","TOR",4
"3114",3234,"4/1/2023",8764,"TOR","CleanX",2,"Control","El Asilo","TOR",3,0.78,18,23,9,1881,17,1.38,1.77,144.69,616.272,1,0,"0",0,0,20,2,15,11,3,12,81,3,1,0,1,3,2,"1881",616,"Stage5","BOS",6
"3115",3235,"4/1/2023",8764,"TOR","Hicksy",2,"Control","El Asilo","TOR",3,1.04,24,23,8,3011,16.83,1.85,1.77,231.62,626.912,0,1,"0",0,0,18,4,17,17,7,5,117,10,1,0,1,3,2,"3011",627,"Stage5","BOS",6
"3116",3236,"4/1/2023",8764,"TOR","Insight",2,"Control","El Asilo","TOR",3,1.24,21,17,15,2838,24.81,1.62,1.31,218.31,656.912,1,0,"0",0,0,5,6,17,14,4,3,115,20,1,0,1,3,2,"2838",657,"Stage5","BOS",6
"3117",3237,"4/1/2023",8764,"TOR","Scrap",2,"Control","El Asilo","TOR",3,1.14,24,21,14,3390,21.71,1.85,1.62,260.77,627.92,1,0,"0",0,0,10,4,20,17,4,4,18,11,1,0,1,3,2,"3390",628,"Stage5","BOS",6
"3118",3238,"4/1/2023",8764,"BOS","Beans",1,"S&D","Breenbergh Hotel","BOS",6,1.67,10,6,2,1351,27.5,0.59,0.35,79.47,727.456,0,1,"0",0,0,9,0,8,3,1,1,42,1,1,0,4,6,-2,"1351",727,"Stage5","TOR",4
"3119",3239,"4/1/2023",8764,"BOS","Nero",1,"S&D","Breenbergh Hotel","BOS",6,0.5,4,8,2,909,25.25,0.24,0.47,53.47,455.776,1,4,"0",0,0,8,0,1,6,2,2,36,3,1,0,4,6,-2,"909",456,"Stage5","TOR",4
"3120",3240,"4/1/2023",8764,"BOS","Owakening",1,"S&D","Breenbergh Hotel","BOS",6,1.17,7,6,1,1062,21.29,0.41,0.35,62.47,682.784,0,0,"0",0,0,9,0,4,6,0,0,39,2,1,0,4,6,-2,"1062",683,"Stage5","TOR",4
"3121",3241,"4/1/2023",8764,"BOS","Vivid",1,"S&D","Breenbergh Hotel","BOS",6,1.71,12,7,1,1351,13.17,0.71,0.41,79.47,571.472,2,1,"0",0,0,9,0,9,6,2,0,54,3,1,0,4,6,-2,"1351",571,"Stage5","TOR",4
"3122",3242,"4/1/2023",8764,"TOR","CleanX",1,"S&D","Breenbergh Hotel","BOS",4,0.86,6,7,3,785,20.17,0.35,0.41,46.18,536.864,1,2,"0",0,0,7,0,5,3,0,3,31,3,0,1,6,4,-2,"785",537,"Stage5","BOS",6
"3123",3243,"4/1/2023",8764,"TOR","Hicksy",1,"S&D","Breenbergh Hotel","BOS",4,0.67,6,9,3,915,22.33,0.35,0.53,53.82,567.648,3,1,"0",0,0,8,0,3,6,2,2,33,1,0,1,6,4,-2,"915",568,"Stage5","BOS",6
"3124",3244,"4/1/2023",8764,"TOR","Insight",1,"S&D","Breenbergh Hotel","BOS",4,0.78,7,9,2,1204,38.14,0.41,0.53,70.82,645.04,1,0,"0",0,0,9,0,7,7,0,0,40,6,0,1,6,4,-2,"1204",645,"Stage5","BOS",6
"3125",3245,"4/1/2023",8764,"TOR","Scrap",1,"S&D","Breenbergh Hotel","BOS",4,1,8,8,3,1220,24.38,0.47,0.47,71.76,663.632,1,0,"0",0,0,5,0,6,6,1,0,8,2,0,1,6,4,-2,"1220",664,"Stage5","BOS",6
"3126",3246,"4/1/2023",8764,"BOS","Beans",0,"Hardpoint","Embassy","BOS",1,1.36,34,25,8,3793,14.32,3.09,2.27,344.82,542.608,0,0,"0",8,7,16,0,23,19,11,7,134,21,1,0,0,250,-35,"3793",543,"Stage5","TOR",4
"3127",3247,"4/1/2023",8764,"BOS","Nero",0,"Hardpoint","Embassy","BOS",1,0.97,32,33,8,3856,14,2.91,3,350.55,486.864,0,0,"0",7,8,24,0,18,19,14,14,137,16,1,0,0,250,-35,"3856",487,"Stage5","TOR",4
"3128",3248,"4/1/2023",8764,"BOS","Owakening",0,"Hardpoint","Embassy","BOS",1,1.14,25,22,13,3348,18.24,2.27,2,304.36,557.552,0,0,"0",3,5,13,0,12,14,13,8,120,14,1,0,0,250,-35,"3348",558,"Stage5","TOR",4
"3129",3249,"4/1/2023",8764,"BOS","Vivid",0,"Hardpoint","Embassy","BOS",1,1.57,36,23,9,4034,11.72,3.27,2.09,366.73,545.408,0,1,"0",10,5,10,0,23,14,13,9,155,19,1,0,0,250,-35,"4034",545,"Stage5","TOR",4
"3130",3250,"4/1/2023",8764,"TOR","CleanX",0,"Hardpoint","Embassy","BOS",0,0.85,28,33,14,3765,18.71,2.55,3,342.27,505.712,0,0,"0",6,7,15,0,19,20,9,13,138,16,0,1,1,215,-35,"3765",506,"Stage5","BOS",6
"3131",3251,"4/1/2023",8764,"TOR","Hicksy",0,"Hardpoint","Embassy","BOS",0,0.74,25,34,9,2699,14.64,2.27,3.09,245.36,501.632,0,0,"0",8,7,13,0,13,19,12,15,106,9,0,1,1,215,-35,"2699",502,"Stage5","BOS",6
"3132",3252,"4/1/2023",8764,"TOR","Insight",0,"Hardpoint","Embassy","BOS",0,0.79,23,29,11,3018,19.17,2.09,2.64,274.36,528.656,0,0,"0",5,5,15,0,17,19,6,10,98,24,0,1,1,215,-35,"3018",529,"Stage5","BOS",6
"3133",3253,"4/1/2023",8764,"TOR","Scrap",0,"Hardpoint","Embassy","BOS",0,0.87,27,31,9,3445,17.37,2.45,2.82,313.18,510.704,1,0,"0",6,9,6,0,17,18,11,13,23,12,0,1,1,215,-35,"3445",511,"Stage5","BOS",6
"3134",3254,"4/1/2023",8763,"FLA","Brack",2,"Control","Breenbergh Hotel","MIN",2,1.15,23,20,7,3130,14.35,1.44,1.25,195.63,744.288,0,0,"0",0,0,19,11,19,14,4,6,102,13,0,1,3,2,-1,"3130",744,"Stage5","MIN",3
"3135",3255,"4/1/2023",8763,"FLA","Capsidal",2,"Control","Breenbergh Hotel","MIN",2,0.33,12,36,10,2189,30,0.75,2.25,136.81,673.808,0,2,"0",0,0,14,1,8,24,4,11,87,11,0,1,3,2,-1,"2189",674,"Stage5","MIN",3
"3136",3256,"4/1/2023",8763,"FLA","Felo",2,"Control","Breenbergh Hotel","MIN",2,0.89,24,27,11,2879,18.21,1.5,1.69,179.94,707.92,0,2,"0",0,0,18,5,21,18,3,9,111,5,0,1,3,2,-1,"2879",708,"Stage5","MIN",3
"3137",3257,"4/1/2023",8763,"FLA","Havok",2,"Control","Breenbergh Hotel","MIN",2,0.87,27,31,4,2756,12.56,1.69,1.94,172.25,700.368,0,1,"0",0,0,15,4,18,24,9,7,115,9,0,1,3,2,-1,"2756",700,"Stage5","MIN",3
"3138",3258,"4/1/2023",8763,"MIN","Afro",2,"Control","Breenbergh Hotel","MIN",3,1.62,34,21,6,3995,11.85,2.13,1.31,249.69,748.32,2,0,"0",0,0,13,2,23,16,11,5,152,10,1,0,2,3,-1,"3995",748,"Stage5","FLA",2
"3139",3259,"4/1/2023",8763,"MIN","Bance",2,"Control","Breenbergh Hotel","MIN",3,0.92,23,25,11,2837,18.48,1.44,1.56,177.31,727.536,2,0,"0",0,0,16,2,14,18,9,7,114,9,1,0,2,3,-1,"2837",728,"Stage5","FLA",2
"3140",3260,"4/1/2023",8763,"MIN","Cammy",2,"Control","Breenbergh Hotel","MIN",3,1.31,34,26,9,4088,14.62,2.13,1.63,255.5,715.984,1,0,"0",0,0,18,6,25,20,8,6,153,14,1,0,2,3,-1,"4088",716,"Stage5","FLA",2
"3141",3261,"4/1/2023",8763,"MIN","Fame",2,"Control","Breenbergh Hotel","MIN",3,1.64,23,14,5,2340,17.74,1.44,0.88,146.25,783.568,0,0,"0",0,0,13,6,18,12,5,2,88,9,1,0,2,3,-1,"2340",784,"Stage5","FLA",2
"3142",3262,"4/1/2023",8763,"FLA","Brack",1,"S&D","Mercado Las Almas","MIN",3,1,6,6,3,639,10,0.55,0.55,58.09,445.44,0,0,"0",0,0,9,0,2,2,3,1,24,1,0,1,6,3,-3,"639",445,"Stage5","MIN",3
"3143",3263,"4/1/2023",8763,"FLA","Capsidal",1,"S&D","Mercado Las Almas","MIN",3,0.57,4,7,3,555,16.25,0.36,0.64,50.45,275.744,1,3,"0",0,0,5,0,2,5,1,2,20,3,0,1,6,3,-3,"555",276,"Stage5","MIN",3
"3144",3264,"4/1/2023",8763,"FLA","Felo",1,"S&D","Mercado Las Almas","MIN",3,0.88,7,8,4,863,12.86,0.64,0.73,78.45,380.352,3,1,"0",0,0,8,0,6,7,1,0,15,4,0,1,6,3,-3,"863",380,"Stage5","MIN",3
"3145",3265,"4/1/2023",8763,"FLA","Havok",1,"S&D","Mercado Las Almas","MIN",3,1,6,6,2,894,13.33,0.55,0.55,81.27,419.44,0,1,"0",0,0,6,0,5,4,0,0,35,3,0,1,6,3,-3,"894",419,"Stage5","MIN",3
"3146",3266,"4/1/2023",8763,"MIN","Afro",1,"S&D","Mercado Las Almas","MIN",6,1.17,7,6,3,1019,20.43,0.64,0.55,92.64,389.184,1,0,"0",0,0,7,0,4,5,2,0,38,2,1,0,3,6,-3,"1019",389,"Stage5","FLA",2
"3147",3267,"4/1/2023",8763,"MIN","Bance",1,"S&D","Mercado Las Almas","MIN",6,0.5,3,6,2,343,38.33,0.27,0.55,31.18,459.12,1,1,"0",0,0,8,0,2,3,1,2,15,4,1,0,3,6,-3,"343",459,"Stage5","FLA",2
"3148",3268,"4/1/2023",8763,"MIN","Cammy",1,"S&D","Mercado Las Almas","MIN",6,1,6,6,1,638,7.83,0.55,0.55,58,333.184,1,2,"0",0,0,4,0,3,4,0,1,24,2,1,0,3,6,-3,"638",333,"Stage5","FLA",2
"3149",3269,"4/1/2023",8763,"MIN","Fame",1,"S&D","Mercado Las Almas","MIN",6,2.2,11,5,2,1177,11.27,1,0.45,107,436.416,2,1,"0",0,0,8,0,9,3,0,2,45,3,1,0,3,6,-3,"1177",436,"Stage5","FLA",2
"3150",3270,"4/1/2023",8763,"FLA","Brack",0,"Hardpoint","Zarqwa Hydroelectric","MIN",0,1.45,29,20,4,3161,11.45,2.64,1.82,287.36,555.168,1,0,"0",8,5,19,0,21,13,8,7,122,7,0,1,1,208,-42,"3161",555,"Stage5","MIN",3
"3151",3271,"4/1/2023",8763,"FLA","Capsidal",0,"Hardpoint","Zarqwa Hydroelectric","MIN",0,0.73,19,26,7,2212,16.05,1.73,2.36,201.09,537.168,0,0,"0",6,4,15,0,12,15,7,11,90,8,0,1,1,208,-42,"2212",537,"Stage5","MIN",3
"3152",3272,"4/1/2023",8763,"FLA","Felo",0,"Hardpoint","Zarqwa Hydroelectric","MIN",0,1.14,24,21,8,3062,18,2.18,1.91,278.36,548.016,0,0,"0",6,3,15,0,17,14,7,7,112,5,0,1,1,208,-42,"3062",548,"Stage5","MIN",3
"3153",3273,"4/1/2023",8763,"FLA","Havok",0,"Hardpoint","Zarqwa Hydroelectric","MIN",0,0.71,17,24,4,2281,16.53,1.55,2.18,207.36,537.152,0,0,"0",1,6,10,0,10,17,7,7,88,5,0,1,1,208,-42,"2281",537,"Stage5","MIN",3
"3154",3274,"4/1/2023",8763,"MIN","Afro",0,"Hardpoint","Zarqwa Hydroelectric","MIN",1,1.1,23,21,12,3077,17.78,2.09,1.91,279.73,550.176,0,0,"0",2,2,14,0,14,13,9,8,120,17,1,0,0,250,-42,"3077",550,"Stage5","FLA",2
"3155",3275,"4/1/2023",8763,"MIN","Bance",0,"Hardpoint","Zarqwa Hydroelectric","MIN",1,0.81,21,26,6,2423,16.9,1.91,2.36,220.27,501.584,0,1,"0",5,7,15,0,14,16,7,10,95,14,1,0,0,250,-42,"2423",502,"Stage5","FLA",2
"3156",3276,"4/1/2023",8763,"MIN","Cammy",0,"Hardpoint","Zarqwa Hydroelectric","MIN",1,1.04,24,23,4,2871,14.29,2.18,2.09,261,553.68,0,0,"0",5,7,17,0,14,17,10,6,102,11,1,0,0,250,-42,"2871",554,"Stage5","FLA",2
"3157",3277,"4/1/2023",8763,"MIN","Fame",0,"Hardpoint","Zarqwa Hydroelectric","MIN",1,1.21,23,19,7,2244,11.87,2.09,1.73,204,544.64,0,0,"0",6,5,13,0,17,14,6,5,74,5,1,0,0,250,-42,"2244",545,"Stage5","FLA",2
"3158",3278,"3/31/2023",8769,"ATL","Cellium",4,"S&D","El Asilo","NY",5,1.11,10,9,1,1507,27.2,0.56,0.5,83.72,709.184,1,0,"0",0,0,11,0,6,5,2,3,53,10,0,1,6,5,1,"1507",709,"Stage5","NY",6
"3159",3279,"3/31/2023",8769,"ATL","Simp",4,"S&D","El Asilo","NY",5,0.56,5,9,0,670,18.6,0.28,0.5,37.22,604.224,1,2,"0",0,0,9,0,2,6,2,3,27,2,0,1,6,5,1,"670",604,"Stage5","NY",6
"3160",3280,"3/31/2023",8769,"ATL","SlasheR",4,"S&D","El Asilo","NY",5,1,8,8,1,1144,15.38,0.44,0.44,63.56,732.24,2,2,"0",0,0,10,0,5,4,2,0,40,3,0,1,6,5,1,"1144",732,"Stage5","NY",6
"3161",3281,"3/31/2023",8769,"ATL","aBeZy",4,"S&D","El Asilo","NY",5,0.5,5,10,1,800,17.6,0.28,0.56,44.44,608.176,1,2,"0",0,0,7,0,1,7,3,2,30,3,0,1,6,5,1,"800",608,"Stage5","NY",6
"3162",3282,"3/31/2023",8769,"NY","HyDra",4,"S&D","El Asilo","NY",6,1.43,10,7,2,1186,16.5,0.56,0.39,65.89,715.488,3,1,"0",0,0,9,0,6,3,3,3,47,3,1,0,5,6,1,"1186",715,"Stage5","ATL",5
"3163",3283,"3/31/2023",8769,"NY","KiSMET",4,"S&D","El Asilo","NY",6,1.29,9,7,3,1119,14.33,0.5,0.39,62.17,646.96,2,1,"0",0,0,8,0,7,5,1,2,37,10,1,0,5,6,1,"1119",647,"Stage5","ATL",5
"3164",3284,"3/31/2023",8769,"NY","Priestahh",4,"S&D","El Asilo","NY",6,1.14,8,7,3,1296,37.75,0.44,0.39,72,776.256,0,1,"0",0,0,11,0,5,3,1,2,49,4,1,0,5,6,1,"1296",776,"Stage5","ATL",5
"3165",3285,"3/31/2023",8769,"NY","Skyz",4,"S&D","El Asilo","NY",6,1.29,9,7,1,1440,26.11,0.5,0.39,80,765.024,1,2,"0",0,0,9,0,4,3,3,2,45,6,1,0,5,6,1,"1440",765,"Stage5","ATL",5
"3166",3286,"3/31/2023",8769,"ATL","Cellium",3,"Hardpoint","Breenbergh Hotel","NY",0,1.3,30,23,5,3455,14.93,3,2.3,345.5,531.248,0,0,"0",5,4,17,0,24,19,6,4,120,10,0,1,1,226,24,"3455",531,"Stage5","NY",6
"3167",3287,"3/31/2023",8769,"ATL","Simp",3,"Hardpoint","Breenbergh Hotel","NY",0,0.85,23,27,7,2952,16.52,2.3,2.7,295.2,495.792,0,0,"0",5,7,16,0,17,21,6,6,112,13,0,1,1,226,24,"2952",496,"Stage5","NY",6
"3168",3288,"3/31/2023",8769,"ATL","SlasheR",3,"Hardpoint","Breenbergh Hotel","NY",0,0.6,15,25,7,2507,20.27,1.5,2.5,250.7,520.816,0,0,"0",5,4,22,0,9,18,6,7,85,10,0,1,1,226,24,"2507",521,"Stage5","NY",6
"3169",3289,"3/31/2023",8769,"ATL","aBeZy",3,"Hardpoint","Breenbergh Hotel","NY",0,0.89,24,27,5,2746,13.42,2.4,2.7,274.6,511.536,1,0,"0",4,6,17,0,15,18,9,9,108,9,0,1,1,226,24,"2746",512,"Stage5","NY",6
"3170",3290,"3/31/2023",8769,"NY","HyDra",3,"Hardpoint","Breenbergh Hotel","NY",1,0.89,24,27,10,2932,16.88,2.4,2.7,293.2,456.08,0,1,"0",6,5,7,0,17,17,7,10,122,10,1,0,0,250,24,"2932",456,"Stage5","ATL",5
"3171",3291,"3/31/2023",8769,"NY","KiSMET",3,"Hardpoint","Breenbergh Hotel","NY",1,1.1,22,20,5,2400,16.41,2.2,2,240,525.984,0,0,"0",3,4,13,0,18,13,4,7,95,7,1,0,0,250,24,"2400",526,"Stage5","ATL",5
"3172",3292,"3/31/2023",8769,"NY","Priestahh",3,"Hardpoint","Breenbergh Hotel","NY",1,1.67,35,21,7,3902,13.11,3.5,2.1,390.2,517.04,0,0,"0",6,5,18,0,25,17,10,4,134,9,1,0,0,250,24,"3902",517,"Stage5","ATL",5
"3173",3293,"3/31/2023",8769,"NY","Skyz",3,"Hardpoint","Breenbergh Hotel","NY",1,0.88,21,24,10,2575,16.33,2.1,2.4,257.5,496.56,0,0,"0",6,5,19,0,16,18,5,6,88,11,1,0,0,250,24,"2575",497,"Stage5","ATL",5
"3174",3294,"3/31/2023",8769,"ATL","Cellium",2,"Control","Breenbergh Hotel","ATL",3,1.41,24,17,7,2639,17.08,1.85,1.31,203,624.944,1,0,"0",0,0,18,5,21,14,3,3,94,17,1,0,1,3,-2,"2639",625,"Stage5","NY",6
"3175",3295,"3/31/2023",8769,"ATL","Simp",2,"Control","Breenbergh Hotel","ATL",3,1.18,26,22,9,2577,12.69,2,1.69,198.23,601.808,2,0,"0",0,0,15,3,17,13,8,9,100,9,1,0,1,3,-2,"2577",602,"Stage5","NY",6
"3176",3296,"3/31/2023",8769,"ATL","SlasheR",2,"Control","Breenbergh Hotel","ATL",3,0.84,16,19,12,2158,17.69,1.23,1.46,166,616.88,1,0,"0",0,0,18,8,9,10,7,9,71,8,1,0,1,3,-2,"2158",617,"Stage5","NY",6
"3177",3297,"3/31/2023",8769,"ATL","aBeZy",2,"Control","Breenbergh Hotel","ATL",3,1.1,23,21,9,2806,14.52,1.77,1.62,215.85,605.344,0,0,"0",0,0,17,3,15,17,7,4,117,11,1,0,1,3,-2,"2806",605,"Stage5","NY",6
"3178",3298,"3/31/2023",8769,"NY","HyDra",2,"Control","Breenbergh Hotel","ATL",1,0.91,21,23,8,2416,15.95,1.62,1.77,185.85,580.288,0,0,"0",0,0,8,2,16,17,5,6,99,8,0,1,3,1,-2,"2416",580,"Stage5","ATL",5
"3179",3299,"3/31/2023",8769,"NY","KiSMET",2,"Control","Breenbergh Hotel","ATL",1,0.95,19,20,9,2446,14.79,1.46,1.54,188.15,597.92,0,3,"0",0,0,12,4,14,12,5,7,97,8,0,1,3,1,-2,"2446",598,"Stage5","ATL",5
"3180",3300,"3/31/2023",8769,"NY","Priestahh",2,"Control","Breenbergh Hotel","ATL",1,0.87,20,23,12,2797,17,1.54,1.77,215.15,587.424,0,1,"0",0,0,20,3,12,15,8,8,89,6,0,1,3,1,-2,"2797",587,"Stage5","ATL",5
"3181",3301,"3/31/2023",8769,"NY","Skyz",2,"Control","Breenbergh Hotel","ATL",1,0.83,19,23,3,1936,17.79,1.46,1.77,148.92,589.936,0,0,"0",0,0,20,4,12,18,7,4,73,10,0,1,3,1,-2,"1936",590,"Stage5","ATL",5
"3182",3302,"3/31/2023",8769,"ATL","Cellium",1,"S&D","Breenbergh Hotel","ATL",6,0.63,5,8,4,924,32.8,0.36,0.57,66,585.472,1,0,"0",0,0,8,0,4,3,0,4,35,0,1,0,4,6,-2,"924",585,"Stage5","NY",6
"3183",3303,"3/31/2023",8769,"ATL","Simp",1,"S&D","Breenbergh Hotel","ATL",6,1,8,8,2,838,14,0.57,0.57,59.86,493.68,2,1,"0",0,0,8,0,5,2,2,3,30,7,1,0,4,6,-2,"838",494,"Stage5","NY",6
"3184",3304,"3/31/2023",8769,"ATL","SlasheR",1,"S&D","Breenbergh Hotel","ATL",6,1,7,7,2,934,14.43,0.5,0.5,66.71,444.48,0,2,"0",0,0,9,0,5,7,1,0,33,4,1,0,4,6,-2,"934",444,"Stage5","NY",6
"3185",3305,"3/31/2023",8769,"ATL","aBeZy",1,"S&D","Breenbergh Hotel","ATL",6,1.5,9,6,2,1130,11.89,0.64,0.43,80.71,500.496,1,3,"0",0,0,5,0,5,5,1,1,43,2,1,0,4,6,-2,"1130",500,"Stage5","NY",6
"3186",3306,"3/31/2023",8769,"NY","HyDra",1,"S&D","Breenbergh Hotel","ATL",4,1,9,9,3,1070,14.44,0.64,0.64,76.43,417.392,4,2,"0",0,0,6,0,5,7,3,1,44,6,0,1,6,4,-2,"1070",417,"Stage5","ATL",5
"3187",3307,"3/31/2023",8769,"NY","KiSMET",1,"S&D","Breenbergh Hotel","ATL",4,1.14,8,7,0,938,15.63,0.57,0.5,67,484.736,1,2,"0",0,0,9,0,5,4,2,0,42,2,0,1,6,4,-2,"938",485,"Stage5","ATL",5
"3188",3308,"3/31/2023",8769,"NY","Priestahh",1,"S&D","Breenbergh Hotel","ATL",4,1.17,7,6,1,715,16.57,0.5,0.43,51.07,507.392,1,0,"0",0,0,10,0,3,5,2,1,27,4,0,1,6,4,-2,"715",507,"Stage5","ATL",5
"3189",3309,"3/31/2023",8769,"NY","Skyz",1,"S&D","Breenbergh Hotel","ATL",4,0.71,5,7,5,963,44.8,0.36,0.5,68.79,571.84,0,0,"0",0,0,10,0,4,3,1,2,34,4,0,1,6,4,-2,"963",572,"Stage5","ATL",5
"3190",3310,"3/31/2023",8769,"ATL","Cellium",0,"Hardpoint","Embassy","NY",0,1,21,21,8,3233,19.71,1.91,1.91,293.91,563.12,0,0,"0",4,5,18,0,16,18,5,3,108,14,0,1,1,211,39,"3233",563,"Stage5","NY",6
"3191",3311,"3/31/2023",8769,"ATL","Simp",0,"Hardpoint","Embassy","NY",0,0.85,22,26,12,3149,18.27,2,2.36,286.27,530.512,0,0,"0",7,6,16,0,16,19,6,7,118,11,0,1,1,211,39,"3149",531,"Stage5","NY",6
"3192",3312,"3/31/2023",8769,"ATL","SlasheR",0,"Hardpoint","Embassy","NY",0,0.52,12,23,9,1759,24.08,1.09,2.09,159.91,550.576,0,0,"0",3,5,19,0,11,14,1,9,61,4,0,1,1,211,39,"1759",551,"Stage5","NY",6
"3193",3313,"3/31/2023",8769,"ATL","aBeZy",0,"Hardpoint","Embassy","NY",0,1.33,32,24,4,3076,11.34,2.91,2.18,279.64,536.672,0,1,"0",6,7,12,0,27,19,5,5,118,16,0,1,1,211,39,"3076",537,"Stage5","NY",6
"3194",3314,"3/31/2023",8769,"NY","HyDra",0,"Hardpoint","Embassy","NY",1,0.65,17,26,3,1934,15.24,1.55,2.36,175.82,531.472,0,0,"0",5,5,7,0,14,20,3,6,69,9,1,0,0,250,39,"1934",531,"Stage5","ATL",5
"3195",3315,"3/31/2023",8769,"NY","KiSMET",0,"Hardpoint","Embassy","NY",1,1.71,29,17,7,3813,17.31,2.64,1.55,346.64,510.624,0,0,"0",4,4,7,0,22,13,7,4,149,11,1,0,0,250,39,"3813",511,"Stage5","ATL",5
"3196",3316,"3/31/2023",8769,"NY","Priestahh",0,"Hardpoint","Embassy","NY",1,1.43,30,21,2,3447,12.83,2.73,1.91,313.36,545.248,1,0,"0",7,6,23,0,22,19,8,2,118,18,1,0,0,250,39,"3447",545,"Stage5","ATL",5
"3197",3317,"3/31/2023",8769,"NY","Skyz",0,"Hardpoint","Embassy","NY",1,0.78,18,23,10,2431,19.06,1.64,2.09,221,540.064,0,0,"0",7,5,16,0,12,18,6,5,88,15,1,0,0,250,39,"2431",540,"Stage5","ATL",5
"3198",3318,"3/31/2023",8761,"LAT","Drazah",2,"Control","El Asilo","LAT",3,1.56,14,9,5,1763,16.43,1.75,1.13,220.38,412.64,0,0,"0",0,0,11,6,10,8,4,1,69,1,1,0,0,3,-3,"1763",413,"Stage5","LDN",0
"3199",3319,"3/31/2023",8761,"LAT","Envoy",2,"Control","El Asilo","LAT",3,0.75,12,16,3,1476,17.83,1.5,2,184.5,375.728,1,1,"0",0,0,17,7,8,15,4,1,65,5,1,0,0,3,-3,"1476",376,"Stage5","LDN",0
"3200",3320,"3/31/2023",8761,"LAT","Kenny",2,"Control","El Asilo","LAT",3,2.25,18,8,3,2108,14.94,2.25,1,263.5,412.496,0,1,"0",0,0,9,4,15,7,3,1,83,6,1,0,0,3,-3,"2108",412,"Stage5","LDN",0
"3201",3321,"3/31/2023",8761,"LAT","Octane",2,"Control","El Asilo","LAT",3,1.4,14,10,3,1571,14,1.75,1.25,196.38,407.312,0,0,"0",0,0,4,9,9,6,5,4,61,7,1,0,0,3,-3,"1571",407,"Stage5","LDN",0
"3202",3322,"3/31/2023",8761,"LDN","Asim",2,"Control","El Asilo","LAT",0,0.56,9,16,3,1234,22.22,1.13,2,154.25,377.648,0,0,"0",0,0,12,0,6,12,3,4,53,5,0,1,3,0,-3,"1234",378,"Stage5","LAT",3
"3203",3323,"3/31/2023",8761,"LDN","Nastie",2,"Control","El Asilo","LAT",0,1.18,13,11,4,1621,13.38,1.63,1.38,202.63,402.032,0,0,"0",0,0,10,0,12,7,1,4,55,6,0,1,3,0,-3,"1621",402,"Stage5","LAT",3
"3204",3324,"3/31/2023",8761,"LDN","Skrapz",2,"Control","El Asilo","LAT",0,0.53,8,15,3,1315,27.5,1,1.88,164.38,381.136,1,0,"0",0,0,3,0,7,12,1,3,49,7,0,1,3,0,-3,"1315",381,"Stage5","LAT",3
